name,ticker,nomicsid,coingeckoid,statuses,statusreasoning,primarysector,secondarysector,facts_data,opinions,rm_tr,format,coingeckolink,assetdescription,tokendescription,watchlist,messarilink
SuperRare,RARE,RARE,rare,Active,null,Culture & Entertainment,Art,Yes,Yes,No,null,https://www.coingecko.com/en/coins/superrare,null,null,FALSE,https://messari.io/asset/superrare
Sushi,SUSHI,SUSHI,sushi,Active,null,DeFi,AMM,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sushi,SushiSwap is a decentralized exchange built on Ethereum that utilizes an automated market making system rather than a traditional order-book. Instead of matching individual buy and sell orders_ users can pool together two assets that are then traded against_ with the price determined based on the ratio between the two. SushiSwap began as a fork of Uniswap; however_ is growing into a more diversified_ more grassroots alternative.,SushiSwap (SUSHI) is an Ethereum token that powers SushiSwap_ a decentralized cryptocurrency exchange and automated market maker built on Ethereum. Holders of SUSHI can participate in community governance and stake their tokens to receive a portion of SushiSwap's transaction fees.,FALSE,https://messari.io/asset/sushiswap
Swarm Fund,SWM,SWM,swarm,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/swarm-network,null,null,FALSE,https://messari.io/asset/swarm-fund
Swipe,SXP,SXP,swipe,Active,null,DeFi,AMM,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sxp,The main offering of Swipe is multi-currency crypto wallet app as well as a crypto-to-fiat funded Visa debit card. The Swipe Visa Card is a prepaid card that allows users to hold fiat as well as cryptocurrencies. Also_ the feature of the card is not just limited to its transactions_ it lets the users enjoy several other features offered by the Swipe ecosystem.,This ecosystem is powered by the SXP (SXP)_ which functions as the fuel for the Solar Network_ and is used for paying transaction fees_ and securing Solar Network through bonding and governance.,FALSE,https://messari.io/asset/swipe
SwissBorg,CHSB,CHSB,swissborg,Sell Only,"- Limited access to liquidity (Huobi but very poor volume and depth)
- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Uniswap is very poor.
   ",Currency,BaaS (Other),Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/swissborg,SwissBorg is a mobile application for crypto trading and interest-bearing accounts with fiat gateway.,"Buy-back and burn mechanism SwissBorg adds 20% of the revenues made on transaction fees in the SwissBorg app to a reserve_ by performing periodic buy-back from the secondary market_ these tokens are then burnt_ removing CHSB from the circulating supply.

Premium membership The CHSB token also grants access to premium membership. Premium members must stake 50_000 CHSB for 12 months.",FALSE,https://messari.io/asset/swissborg
Switch,ESH,ESH,switch,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/switch,null,null,FALSE,https://messari.io/asset/switch
Switcheo,SWTH,SWTH,switcheo,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/carbon-protocol,null,null,FALSE,https://messari.io/asset/switcheo
Synthetix,SNX,SNX,havven,Active,null,DeFi,Derivatives,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/synthetix-network-token,Synthetix is a decentralized synthetic asset platform that provides on-chain exposure to real-world currencies_ commodities_ stocks_ and indices. These synthetic assets (Synths) are backed by Synthetix Network Tokens (SNX) locked into a smart contract as collateral. Synths track the prices of various assets_ allowing crypto-native and unbanked users to trade P2C (peer-to-contract) on Synthetix Exchange without liquidity limitations.,Synthetix is a synthetic asset protocol that allows for the issuance of synthetic assets on Ethereum. You could think of a synthetic asset as a kind of derivative product. It gives you a way to get exposure to an asset without having to own it.,FALSE,https://messari.io/asset/synthetix
TaaS,TAAS,TAAS,null,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://coinmarketcap.com/currencies/taas/,null,null,FALSE,https://messari.io/asset/taas-1
Telcoin,TEL,TEL,telcoin,Active,null,Currency,Payments,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/telcoin,Telcoin is a mobile remittance network built on top of Ethereum. The project plans to compete with existing remittance providers by providing low-cost services directly through mobile carriers.,TEL token is the core medium of exchange and reserve asset. Moreover_ the TEL token ensures decentralisation and user-ownership throughout each layer of the Telcoin crypto project stack. This includes the application layer_ marketplace layer_ and settlements layer.,FALSE,https://messari.io/asset/telcoin
Tellor,TRB,TRB,tellor,Active,null,Computing,Oracle,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/tellor,Tellor is a decentralized oracle on the Ethereum network that provides trustless access to valuable off-chain data (e.g. internet APIs) and enables this data to be securely placed on-chain for use in DeFi.,The native token of Tellor is called the Tellor token (TRB). TRB tokens are used for data requesters (dApps in DeFi) to pay for data requests_ to reward data providers for fulfilling data requests_ to initiate and vote on disputes.,FALSE,https://messari.io/asset/tellor
Terra Luna Classic,LUNC,LUNA,luna-wormhole,Delisted,"- Ecosystem token collapsed
- Moved to sell only as many clients held/hold this asset.
- Delisting the token (holders can still sell)",Smart Contract Platform,Single Chain,Yes,Yes,No,null,https://www.coingecko.com/en/coins/terra-luna-classic,null,null,FALSE,https://messari.io/asset/terra-luna-classic
Terra Virtua Kolect,TVK,TVK,the-virtua-kolect,Active,null,Culture & Entertainment,Social,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/terra-virtua-kolect,Terra Virtua Kolect is a cross-platform non-fungible token (NFT) ecosystem that offers a curated marketplace for NFT creators and collectors to interact . The Terra Virtua Kolect platform spans web_ PC and mobile AR/VR environments.,The TVK token can be used to farm nfts_ receive rewards and stake.,FALSE,https://messari.io/asset/terra-virtua-kolect
TerraClassicUSD,USTC,UST,terrausd,Delisted,"- Formerly a stablecoin but their peg collapsed
- Sell only asset for now till liquidity dries out or demand is gone
- delisting the token (holders can still sell)",Currency,Stablecoin,Yes,Yes,No,null,https://www.coingecko.com/en/coins/terraclassicusd,null,null,FALSE,null
Tether,USDT,USDT,tether,Active,null,Currency,Stablecoin,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/tether,Tether is fiat-collateralized stablecoin that offers individuals the advantages of transacting with blockchain-based assets while mitigating price risk.,USDT is primarily issued on the Ethereum and Bitcoin blockchains and corresponds on a 1:1 basis with US Dollars sitting in bank accounts.,FALSE,https://messari.io/asset/tether
Tether Gold,XAUT,XAUT,tether-gold,Delisted,- Security Token,DeFi,Derivatives,Yes,Yes,No,null,https://www.coingecko.com/en/coins/tether-gold,null,null,FALSE,https://messari.io/asset/tether-gold
Tezos,XTZ,XTZ,tezos,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/tezos,Tezos is a multi-purpose blockchain which aims to combine a self-amending protocol and on-chain governance to manage future changes and implementations to the network. It supports the creation of new tokens and smart contract (thus decentralized applications or dApps).,As with other blockchain platforms_ Tezos users can use its native token_ XTZ_ to pay for transaction fees and smart contracts execution.Users can stake XTZ tokens directly on the network to participate in the validation of transactions and blocks. All tokens staked to the platform receive a reward in the form of newly distributed XTZ tokens in proportion to the number of tokens staked,FALSE,https://messari.io/asset/tezos
TFuel,TFUEL,TFUEL,theta-fuel,Active,null,Currency,Transparent DeFi Currency,Yes,Yes,No,Theta,https://www.coingecko.com/en/coins/theta-fuel,Theta Network is a blockchain protocol for improving the process of creating_ streaming_ and consuming video content online. ,Theta Fuel Tokens are used in the network to incentivize users to act as peers who share redundant or excess computing and bandwidth resources with other peers.,FALSE,https://messari.io/asset/theta-fuel
The Graph,GRT,GRT,green-ride-token,Active,null,Computing,Oracle,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/the-graph,The Graph is a protocol for indexing and querying data from blockchains_ starting with Ethereum. Developers build applications with open APIs called subgraphs to easily access on-chain data that is indexed by a network of node operators.,The Graph Token_ or $GRT_ is its native ERC-20-based token that can serve as a medium of exchange and a reward for community participants who act as indexers_ curators_ and delegators.,FALSE,https://messari.io/asset/the-graph
The Sandbox,SAND,SAND2,san-diego-coin,Active,null,Culture & Entertainment,Virtual World,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/the-sandbox,The Sandbox is a virtual world where players can build_ own_ and monetize their gaming experiences using non-fungible tokens(NFTs) and $SAND_ the platform’s utility token. Players can create digital assets in the form of NFTs_ upload them to the marketplace_ and integrate into games with The Sandbox Game Maker. The Sandbox virtual world is made up of LAND – digital pieces of real estate – in The Sandbox metaverse that players can buy to build experiences on top of.,SAND tokens – Used to facilitate various transactions that are part of its gameplay_ including purchasing LAND_ interacting with user-generated content_ and staking it to participate in the governance of the decentralized autonomous organization (DAO).,FALSE,https://messari.io/asset/thesandbox
Theta,THETA,THETA,theta-token,Active,null,Culture & Entertainment,Broadcast,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/theta-network,Theta Network is a blockchain protocol for improving the process of creating_ streaming_ and consuming video content online. Theta Tokens are used in the network to incentivize users to act as peers who share redundant or excess computing and bandwidth resources with other peers.,THETA is the cryptocurrency powering the Theta Network and it can be staked by those wishing to become Validator or Guardian nodes.,FALSE,https://messari.io/asset/theta-token
ThetaDrop,TDROP,TDROP,thetadrop,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/thetadrop,null,null,FALSE,https://messari.io/asset/thetadrop
THORChain,RUNE,RUNE,rune,Active,null,DeFi,AMM,Yes,Yes,No,BEP-2,https://www.coingecko.com/en/coins/thorchain,THORChain is an independent blockchain built using the Cosmos SDK that will serve as a cross-chain decentralized exchange (DEX). It uses an automated market maker (AMM) model that resembles the first iterations of Bancor (BNT) or Uniswap where THORChain's native token (RUNE) will be the base swap pair.This allows traders to move between different asset pools using the RUNE token as a hidden intermediary.,THORChain features a native token_ RUNE_ that owners can use to participate in the network or add to a liquidity pool. The total number of tokens is 500_000_000.,FALSE,https://messari.io/asset/thorchain
TomoChain,TOMO,TOMO,tomochain,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,TRC-10,https://www.coingecko.com/en/coins/tomochain,"TomoChain is a blockchain network that uses a delegated proof of stake consensus mechanism comprised of 150 masternodes

TomoChain aims to be a public blockchain with the following advantages: low transaction fee_ fast confirmation time_ double validation_ and randomization for security guarantees.",TOMO token is a multi-purpose token used for rewarding masternodes and service nodes_ funding product development in the TomoChain ecosystem and also as a governance token for the TomoChain network.,FALSE,https://messari.io/asset/tomochain
Travala.com,AVA,AVA,concierge-io,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/travala,"Travala.com_ founded in 2017_ is the leading blockchain-based travel booking platform backed by Binance. 

Travala.com allows people to book more than 3_000_000 travel products including accommodations_ flights and activities in 90_124 destinations in 230 countries and territories across the globe.",Travala's native cryptocurrency AVA acts as a utility token for payments and loyalty rewards programs among other use cases.,FALSE,https://messari.io/asset/travala-com
TRON,TRX,TRX,tron,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/tron,TRON is a multi-purpose smart contract platform that enables the creation and deployment of decentralized applications (). It features a delegated Proof-of-Stake (DPoS) consensus mechanism_ a system that offers an increase in performance while relinquishing true decentralization and censorship resistance.,The TRX token itself is used to gain access to certain features of the operating software on the Tron Protocol. Therefore the token’s main purpose is for use on the Tron network. However_ it is still a store of value and can be traded on exchanges_ therefore it can also be described as a virtual currency. The max supply is currently infinite.,FALSE,https://messari.io/asset/tron
TrueAUD,TAUD,TAUD,trueaud,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/trueaud,null,null,FALSE,https://messari.io/asset/trueaud
TrueFi,TRU,TRU,truebit-protocol,Active,null,DeFi,Yield,Yes,Yes,No,null,https://www.coingecko.com/en/coins/truefi,null,null,FALSE,https://messari.io/asset/truefi
TrueUSD,TUSD,TUSD,true-usd,Active,null,Currency,Stablecoin,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/true-usd,TrueUSD is a fiat-collateralized stablecoin issued by the TrustToken platform that keeps USD funds in third party escrow accounts without direct access by TrustToken. ,TrueUSD is an ERC-20 token issued on the Ethereum and corresponds on a 1:1 basis with US Dollars sitting in bank accounts. TrueUSD is the only stablecoin offering real time audits.,FALSE,https://messari.io/asset/trueusd
Trustswap,SWAP,TRUSTSWAP,safeswap-online,Sell Only,"- Limited access to liquidity (Huobi but very poor volume and depth)
- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Uniswap is very poor.",DeFi,Exchanges (Other),Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/trustswap,"Trustswap Vision
To become the go-to DeFi
ecosystem for all smart-contract
services including_ but not limited
to: escrow_ time-release_ token locks_
crypto subscriptions_ event-release_
cross-chain integration_ and other DEX
solutions.","Stakers of the SWAP tokens are provided with enhanced voting rights to govern platform decisions.

TrustSwap fees are reduced by 50% when opting to pay with SWAP tokens for
services rendered.",TRUE,https://messari.io/asset/trustswap
Ultra,UOS,UOS,ultra,Active,null,Culture & Entertainment,Metaverse Platform,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/ultra,Ultra is an entertainment platform providing a variety of games industry services under a single roof_ accessible through a single login. Gamers are able to discover_ buy_ and play games_ watch live-streaming feeds_ interact with their favorite influencers_ participate in contests_ compete in tournaments_ and more.,Earn UOS_ the native token of the ecosystem by using the platform_ and access platform-exclusive games. At the same time_ developers benefit from access to more effective marketing tools and the potential for 20% higher sales revenue.,FALSE,https://messari.io/asset/ultra
UMA,UMA,UMA,uma,Active,null,DeFi,Derivatives,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/uma,UMA is a decentralized platform for the creation_ maintenance_ and settlement of “priceless” financial contracts on Ethereum. The system consists of priceless financial contract designs and a decentralized oracle mechanism. The UMA protocol enables any two counterparties to design and enter their own custom made financial contract.,UMA is an Ethereum token that describes itself as “an open-source protocol that allows developers to design and create their own financial contracts and synthetic assets.”,FALSE,https://messari.io/asset/uma
Unibright,UBT,UBT,unibright,Active,null,Currency,BaaS (Other),Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/unibright,Unibright plays a major role in developing the blockchain solutions to deliver secure and private business processes at low cost via a public blockchain acting as a Middleware.,"Unibright Token will be the only payment option to register Unibright conformant smart contracts. Only registered contracts can be published_ maintained and queried using the Unibright framework.

Unibright Token will be the only way of payment for our additional services_ for example using the smart adapters provided by the Unibright connector to integrate existing ERP-Systems to the blockchain.",TRUE,https://messari.io/asset/unibright
Unifi Protocol DAO,UNFI,UNFI,unifi-protocol-dao,Active,null,DeFi,Yield,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/unifi-protocol-dao,"Unifi Protocol is a smart contract platform that provides multi-chain and interoperable building blocks for developers and teams to create their unique DeFi products across various blockchains. 
The protocol also opens up multi-chain accessibility as DeFi products and their respective tokens can be traded and used across other chains that have Unifi functionalities. ",UNFI is an Ethereum token that powers the Unifi Protocol_ a platform for creating cross-chain DeFi applications. On Unifi Protocol_ UNFI can be used to propose and vote on protocol upgrades and can also be staked to earn rewards.,FALSE,https://messari.io/asset/unifi-protocol-dao
UniLend Finance,UFT,UFT,unlend-finance,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/unilend-finance,null,null,FALSE,https://messari.io/asset/unilend
Uniswap,UNI,UNI,unicorn-token,Active,null,DeFi,AMM,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/uniswap,Uniswap is a decentralized exchange built on Ethereum that utilizes an automated market making system rather than a traditional order-book. Instead of matching individual buy and sell orders_ users can pool together two assets that are then traded against_ with the price determined based on the ratio between the two.,UNI is an ERC-20 token on the Ethereum blockchain that offers control over the Uniswap protocol governance_ the UNI token community treasury_ the protocol fee switch (0.05% of the fee would be collected by UNI token holders if activated)_ eth ENS_ Uniswap default token list (tokens.uniswap.eth)_ and SOCKS liquidity tokens. Max supply of the token is 1_000_000_000.,FALSE,https://messari.io/asset/uniswap
Uptrennd,1UP,1UP,uptrend,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/uptrend,null,null,FALSE,https://messari.io/asset/uptrennd
Uquid Coin,UQC,UQC,uquid-coin,Delisted,"- Token only on Kucoin
- Very poor liquidity would not be able to safely trade this asset for clients ",Currency,Transparent CeFi Currency,Yes,Yes,No,null,https://www.coingecko.com/en/coins/uquid-coin,null,null,FALSE,https://messari.io/asset/uquid-coin
USD Coin,USDC,USDC,usd-coin,Active,null,Currency,Stablecoin,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/usd-coin,"USD Coin is fiat-collateralized stablecoin that offers the advantages of transacting with blockchain-based assets while mitigating price risk. 
One of the more reputable coins since Centre makes a greater effort to comply with audits and governmental regulation_ and has more transparent_ fully-backed reserves.",USD Coin - it is issued as an ERC-20 token on the Ethereum blockchain and is 100% collateralized by a corresponding USD held in accounts subject to regular public reporting of reserves.,FALSE,https://messari.io/asset/usd-coin
UTRUST,UTK,UTK,utrust,Active,null,Currency,Supply Chain / Commerce,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/utrust,Utrust is a seamless integration that gives e-commerce businesses the power to accept digital currencies - and get all the benefits you can’t with just traditional payment methods.,"You can use the UTRUST token in the platform by spending it on merchants that
support UTRUST or private buyer/seller transactions.",TRUE,https://messari.io/asset/utrust
V Systems,VSYS,VSYS,v-systems,Delisted,"- Token only on Kucoin
- Very poor liquidity would not be able to safely trade this asset for clients ",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/v-systems,null,null,FALSE,https://messari.io/asset/v-systems
VeChain,VET,VET,vechain,Active,null,Currency,Supply Chain / Commerce,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/vechain,"VeChain is a smart contract platform focused on providing supply chain management solutions for enterprises and integrating with Internet of Things (IoT) devices to facilitate the process. 

Its goal is to leverage distributed ledger technology to streamline these operations and information flow for complicated supply chains. ","VeChain Token (VET) is used to relay value across VeChain's network.
The VeChain platform claims to give authorized stakeholders a total view of critical information related to a product and its business processes (i.e storage_ transit_ supply and authenticity) as well as increase market transparency.",FALSE,https://messari.io/asset/vechain
Venus,XVS,XVS,venus,Active,null,Currency,Transparent (Other),Yes,Yes,No,BEP-20,https://www.coingecko.com/en/coins/venus,"Venus Protocol (Venus) is a lending platform and synthetic stablecoin protocol on the Binance Smart Chain.

Users can permissionlessly lend or borrow from a pool of assets_ and interest rates are set by the protocol and automated based on demand. 

In addition_ suppliers of collateral have the option of minting synthetic stablecoins (VAI) with overcollateralized positions.",The XVS token is the native BEP-20 governance token of the platform and is primarily used for voting in governance decisions such as product improvements_ integration of new collateral_ changes in platform parameters_ etc.,FALSE,https://messari.io/asset/venus
Verasity,VRA,VRA,verasity,Active,null,Culture & Entertainment,Broadcast,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/verasity,Verasity is a protocol and product layer platform for esports_ video entertainment_ and digital content management. Its products include a proprietary ad stack and the VRA rewards system which has been integrated into SDKs for YouTube_ Twitch_ Vimeo_ and all major video platforms.,Its native token is Verasity (VRA)_ which primarily serves as a means of payment and staking. It also allows users to participate in activities offered by the VRA network to earn tokens,TRUE,https://messari.io/asset/verasity
Verge,XVG,XVG,verge,Delisted,- Offers completely anonymous transactions which makes it a privacy coin.,Currency,Private,Yes,Yes,No,null,https://www.coingecko.com/en/coins/verge,null,null,FALSE,https://messari.io/asset/verge
Vertcoin,VTC,VTC,vertcoin,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/vertcoin,null,null,FALSE,https://messari.io/asset/vertcoin
VeThor Token,VTHO,VTHO,vethor-token,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/vethor-token,VeThor Token (VTHO) is the secondary token within VeChain's two token system. VeChain is a smart contract platform that supports the development and execution of smart contracts. Users stake the network's native token_ VET_ to secure the platform_ and holding VET allows users to access the network for free.,VTHO is used to pay the gas fees of transactions on the network.The max supply in unknown.,TRUE,https://messari.io/asset/vethor-token
VIDT Datalink,VIDT,VIDT,v-id-blockchain,Active,null,Digitization,Digitization,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/vidt-datalink,VIDT Datalink is a hybrid blockchain validation & NFT creation platform. Already in use by numerous integrators. The VIDT Datalink tech is based on a simple & strong formula that adds and protects value at minimum expense and effort.,"Each time a publisher timestamps a file or an NFT gets minted_ a $VIDT transaction is made which records all necessary details into several blockchains. This makes $VIDT BEP20
 THE integral part of the VIDT Datalink validation process.",FALSE,https://messari.io/asset/v-id-blockchain
Voyager Token,VGX,VGX,ethos,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/voyager-token,"Voyager is a broker mobile application that enables users to buy_ sell_ swap_ and invest in cryptocurrencies. 

The Voyager application is available for iOS and Android operating systems_ which is why this software represents a prominent project. To enable traders and investors to make the best out of their trades_ Voyager connects its users to different cryptocurrency exchanges and markets",Voyager Token (VGX) is an Ethereum token that's used to reward and incentivize use of the Voyager centralized exchange. On Voyager_ VGX holders can earn staking rewards_ receive cashback on trades_ and more.,FALSE,https://messari.io/asset/voyager-token
Wabi,WABI,WABI,wabi,Delisted,"- Token only on Binance
- If they were to delist we would have no where to trade the asset safely",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/wabi,null,null,TRUE,https://messari.io/asset/tael
Waltonchain,WTC,WTC,waltonchain,Active,null,Computing,IoT,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/waltonchain,Waltonchain is a public distributed ledger created for enterprise use case with a focus on Internet of Things (IoT).,(WTC) is used for governance and paying transaction fees on the Walton blockchain.,FALSE,https://messari.io/asset/waltonchain
Wanchain,WAN,WAN,wanchain,Active,null,DeFi,Derivatives,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/wanchain,Wanchain aims to create a new financial services industry centered around digital assets using cross-chain interoperability_ privacy_ and smart contract functionality,Both cross- and intra-chain transactions consume a certain amount of Wancoin. Wancoin is also used in security deposits for the cross-chain verification nodes.,FALSE,https://messari.io/asset/wanchain
Waves,WAVES,WAVES,playground-waves-floor-index,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/waves,Waves is a public blockchain network that enables users to create and access decentralized applications. It features on-chain governance_ Formal Verification for smart contracts_ and a variation of Proof-of-Stake (PoS) called Leased PoS to ensure network consensus.,The Waves Token is the main cryptocurrency of the network. Waves can function as a payment vehicle. These tokens are also what you put up to create new tokens or stake for rewards. In this way_ the coin is an extremely versatile cryptocurrency.,FALSE,https://messari.io/asset/waves
WAX,WAXP,WAXP,wax,Active,null,Culture & Entertainment,Metaverse Platform,Yes,Yes,No,null,https://www.coingecko.com/en/coins/wax,null,null,FALSE,https://messari.io/asset/wax
WazirX,WRX,WRX,wazirx,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,BEP-2,https://www.coingecko.com/en/coins/wazirx,WazirX is a Bitcoin and Cryptocurrency Exchange based in India with an advanced trading interface and features to Buy_ Sell & Trade cryptocurrencies. It's an exchange with a Live Open Order Book system that lets you trade digital assets like Bitcoin_ Bitcoin Cash_ Litecoin_ Dash & many more.,WRX is the native token of WazirX_ and is issued on Binance Chain. The total supply of this token is 1 billion_ the token entitles users to fee reductions.,FALSE,https://messari.io/asset/wazirx
WePower,WPR,WPR,wepower,Delisted,"- Not listed on any supported centralised exchange
- Not listed on any supported decentralised exchange
- Token is dead.",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/wepower,null,null,FALSE,https://messari.io/asset/wepower
WETH,WETH,WETH,weth,Active,null,Currency,Stablecoin,Yes,Yes,No,null,https://www.coingecko.com/en/coins/weth,null,null,FALSE,https://messari.io/asset/weth
WINkLink,WIN,WINK,wink,Active,null,Computing,Oracle,Yes,Yes,No,TRON,https://www.coingecko.com/en/coins/winklink,WINkLink is a decentralized oracle project running on the TRON network_ providing stable and reliable on-chain data to various DeFi ecosystems.,WIN is the native utility token of the WINkLink system and are used to reward nodes that provide reliable data as well as for payment from developers who use the data. Every WIN token holder has governance rights on the platform.,FALSE,https://messari.io/asset/winklink-bsc
Wirex,WXT,WXT,wirex,Delisted,"- Token on Kucoin and Huobi
- Very poor liquidity would not be able to safely trade this asset for clients ",Currency,Transparent CeFi Currency,Yes,Yes,No,null,https://www.coingecko.com/en/coins/wxt-token,null,null,FALSE,https://messari.io/asset/wirex
WOO Network,WOO,WOO,woo-network,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,null,https://www.coingecko.com/en/coins/woo-network,null,null,FALSE,https://messari.io/asset/woo-network
Worbli,WBI,WBI,null,Delisted,- Token has no active markets,null,null,Yes,Yes,No,null,https://coinmarketcap.com/currencies/worbli/,null,null,FALSE,null
Wrapped Bitcoin,WBTC,WBTC,wrapped-bitcoin,Active,null,Currency,Stablecoin,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/wrapped-bitcoin,"Bitcoin is a digital currency which operates free of any central control or the oversight of banks or governments. Instead it relies on peer-to-peer software and cryptography. A public ledger records all bitcoin transactions and copies are held on servers around the world.

In-depth Response
The Bitcoin network is an emergent decentralized monetary institution that exists through the interplay between full nodes_ miners_ and developers. It is set by a social contract that is created and opted into by the users of the network and hardened through game theory and cryptography.",Wrapped Bitcoin (WBTC)is an ERC-20 token that represents Bitcoin (BTC) on the Ethereum blockchain. A key advantage of WBTC is its integration into the world of Ethereum wallets_ dapps_ and smart contracts.,FALSE,https://messari.io/asset/wrapped-bitcoin
XDC Network,XDC,XDCE,xdce-crowd-sale,Active,null,Currency,Supply Chain / Commerce,Yes,Yes,No,null,https://www.coingecko.com/en/coins/xdc-network,null,null,FALSE,https://messari.io/asset/xinfin-network
XRP,XRP,XRP,binance-peg-xrp,Active,null,Currency,Payments,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/xrp,XRP is a cryptocurrency aiming to increase the speed and reduce the cost of transferring money between financial institutions. Underpinning Ripple's xRapid product_ an on-demand liquidity solution_ XRP is used as a bridge currency for financial institutions exchanging value between multiple fiat currencies. ,XRP is the native token of the XRP Ledger_ an open-source cryptographic ledger powered by a peer-to-peer network of nodes.,FALSE,https://messari.io/asset/xrp
XYO Network,XYO,XYO,xyo-network,Active,null,Computing,Oracle,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/xyo-network,XY's Oracle Network (XYO Network) was created as a global customer Bluetooth and GPS network_ and is engineering an oracle protocol for blockchain-based transactions that does not rely on a centralized third party. XYO deploys this protocol across nearly 1 million devices distributed by XY since their founding in 2012.,On the XYO World platform_ XYO tokens can be traded for and staked against unique ERC-721 tokens representing real-world locations.The max supply of this token is 13_931_233_275.,TRUE,https://messari.io/asset/xyo
yearn.finance,YFI,YFI,yearn-finance,Active,null,DeFi,Yield,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/yearn-finance,yEarn.finance is a decentralized asset management platform that has multiple uses ranging from liquidity provision_ lending_ to insurance. The most prominent product in its ecosystem is Vaults which maximize users' yields by through various yield farming strategies proposed by the community.,YFI is the native cryptocurrency of the Yearn Finance platform: a collection of decentralized finance (DeFi) products that allow users to earn interest on their crypto assets using smart contract platforms like Ethereum. Yearn Finance's yield products typically offer yields of 25% to 35%..,FALSE,https://messari.io/asset/yearn-finance
ZCash,ZEC,ZEC,zcash,Delisted,- Privacy Token,Currency,Private,Yes,Yes,No,null,https://www.coingecko.com/en/coins/zcash,null,null,FALSE,https://messari.io/asset/zcash
ZClassic,ZCL,ZCL,zclassic,Delisted,"- Not listed on any supported centralised exchange.
- Not listed on any supported decentralised exchange.",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/zclassic,null,null,FALSE,https://messari.io/asset/zclassic
